,id,Exam_Score,point_attendance,point_motivation,point_extracurricular_activities,point_previous_scores,total_point
3124,2496,68,10,5,10,27.5,120.5
3125,833,69,15,5,0,31.5,120.5
3126,4240,68,5,5,0,42.5,120.5
3127,5447,67,15,-5,0,43.5,120.5
3128,4597,66,5,0,10,39.5,120.5
3129,2397,66,5,15,0,34.5,120.5
3130,953,65,5,5,0,45.0,120.0
3131,4656,66,15,-10,10,39.0,120.0
3132,4798,70,10,10,0,30.0,120.0
3133,1598,67,15,-5,10,33.0,120.0
3134,2370,68,0,5,0,47.0,120.0
3135,5327,67,15,0,10,28.0,120.0
3136,5964,67,0,10,0,43.0,120.0
3137,5468,68,10,0,0,42.0,120.0
3138,1233,66,0,-5,10,49.0,120.0
3139,4660,68,15,-5,10,32.0,120.0
3140,4803,68,20,-5,10,27.0,120.0
3141,497,69,20,0,0,31.0,120.0
3142,5131,67,5,5,10,33.0,120.0
3143,146,69,5,-5,10,41.0,120.0
3144,3093,66,5,0,10,39.0,120.0
3145,1978,66,5,-5,10,44.0,120.0
3146,486,68,5,0,0,47.0,120.0
3147,3444,66,10,-5,10,39.0,120.0
3148,5720,68,10,5,10,27.0,120.0
3149,4974,66,5,10,0,39.0,120.0
3150,3729,68,10,-5,10,37.0,120.0
3151,5231,69,15,-5,0,41.0,120.0
3152,1502,67,10,5,0,38.0,120.0
3153,1276,64,0,0,10,46.0,120.0
3154,914,68,5,5,0,42.0,120.0
3155,2959,65,5,0,0,50.0,120.0
3156,4657,69,10,-5,10,36.0,120.0
3157,1487,65,5,5,10,35.0,120.0
3158,6017,66,5,0,0,49.0,120.0
3159,4766,72,10,0,10,28.0,120.0
3160,3058,66,10,5,10,29.0,120.0
3161,6020,70,20,-5,0,35.0,120.0
3162,157,65,0,0,10,45.0,120.0
3163,217,68,20,-10,10,32.0,120.0
3164,4756,68,5,5,0,42.0,120.0
3165,2989,63,0,0,10,47.0,120.0
3166,3553,72,20,-5,0,33.0,120.0
3167,2940,69,15,-5,10,31.0,120.0
3168,124,69,5,-5,10,41.0,120.0
3169,3208,67,5,5,10,33.0,120.0
3170,6121,66,10,-5,10,39.0,120.0
3171,1263,69,15,0,0,36.0,120.0
3172,1615,71,10,-10,10,39.0,120.0
3173,4573,66,10,0,0,44.0,120.0
3174,37,63,5,0,10,42.0,120.0
3175,839,65,10,5,0,40.0,120.0
3176,2354,67,15,0,0,38.0,120.0
3177,3563,67,0,15,0,38.0,120.0
3178,4838,68,10,-5,10,37.0,120.0
3179,4789,67,10,0,10,33.0,120.0
3180,957,62,5,0,10,43.0,120.0
3181,4976,67,20,5,0,28.0,120.0
3182,3665,69,10,5,10,26.0,120.0
3183,1202,61,0,0,10,49.0,120.0
3184,475,66,0,0,10,44.0,120.0
3185,2074,67,10,5,10,28.0,120.0
3186,445,66,5,0,0,49.0,120.0
3187,3872,65,10,0,10,35.0,120.0
3188,5857,67,0,10,0,43.0,120.0
3189,2648,66,5,0,10,39.0,120.0
3190,4494,68,5,5,10,32.0,120.0
3191,2175,64,0,0,10,46.0,120.0
3192,624,69,10,-5,10,36.0,120.0
3193,3345,62,0,5,10,43.0,120.0
3194,2005,68,5,0,10,37.0,120.0
3195,5685,65,10,5,0,40.0,120.0
3196,5799,69,15,0,10,26.0,120.0
3197,2025,68,20,-5,10,27.0,120.0
3198,5878,65,0,5,10,40.0,120.0
3199,4120,66,0,10,10,34.0,120.0
3200,5136,71,15,5,0,29.0,120.0
3201,5257,67,20,-10,10,33.0,120.0
3202,1918,67,15,10,0,28.0,120.0
3203,2550,65,0,15,10,30.0,120.0
3204,1087,70,20,-5,10,25.0,120.0
3205,5124,65,5,0,10,40.0,120.0
3206,4967,66,5,-5,10,44.0,120.0
3207,1672,69,10,5,0,36.0,120.0
3208,1181,69,10,5,0,36.0,120.0
3209,4872,67,20,0,0,33.0,120.0
3210,2767,70,20,-5,0,35.0,120.0
3211,2374,65,0,10,10,35.0,120.0
3212,5500,67,0,0,10,43.0,120.0
3213,5522,65,5,10,10,30.0,120.0
3214,1083,67,10,5,10,28.0,120.0
3215,3803,70,15,-10,10,35.0,120.0
3216,1098,68,15,-5,10,32.0,120.0
3217,3664,63,0,0,10,47.0,120.0
3218,5213,67,5,5,0,43.0,120.0
3219,2654,69,20,0,0,31.0,120.0
3220,4170,71,10,0,10,29.0,120.0
3221,2177,69,20,-5,0,36.0,120.0
3222,2641,69,10,5,0,36.0,120.0
3223,5056,67,5,-10,10,48.0,120.0
3224,6228,68,5,5,10,32.0,120.0
3225,4462,70,20,-10,10,30.0,120.0
3226,5900,67,5,0,0,47.5,119.5
3227,413,70,10,10,0,29.5,119.5
3228,2787,67,5,5,10,32.5,119.5
3229,2863,66,0,5,10,38.5,119.5
3230,6013,67,10,-5,10,37.5,119.5
3231,3316,67,5,0,0,47.5,119.5
3232,469,63,0,0,10,46.5,119.5
3233,3145,65,5,0,10,39.5,119.5
3234,3329,66,0,0,10,43.5,119.5
3235,566,69,10,5,0,35.5,119.5
3236,307,70,15,5,0,29.5,119.5
3237,3532,66,20,-10,10,33.5,119.5
3238,5771,66,15,0,10,28.5,119.5
3239,2878,66,5,-5,10,43.5,119.5
3240,613,63,10,0,10,36.5,119.5
3241,3258,65,5,10,0,39.5,119.5
3242,702,67,20,-5,0,37.5,119.5
3243,402,64,5,0,10,40.5,119.5
3244,5707,66,10,0,10,33.5,119.5
3245,405,68,15,-10,0,46.5,119.5
3246,2596,87,5,-10,10,27.5,119.5
3247,3384,65,0,-5,10,49.5,119.5
3248,3740,66,5,5,10,33.5,119.5
3249,3462,65,5,0,0,49.5,119.5
3250,979,66,10,-5,10,38.5,119.5
3251,5542,65,5,0,10,39.5,119.5
3252,5393,66,0,5,10,38.5,119.5
3253,2542,68,5,5,10,31.5,119.5
3254,3027,66,0,-5,10,48.5,119.5
3255,3156,68,5,5,0,41.5,119.5
3256,970,69,5,5,10,30.5,119.5
3257,1137,61,0,5,10,43.5,119.5
3258,3247,71,10,0,0,38.5,119.5
3259,3732,68,10,5,10,26.5,119.5
3260,6180,69,15,5,0,30.5,119.5
3261,2949,64,5,0,10,40.5,119.5
3262,3640,66,0,0,10,43.5,119.5
3263,3585,64,5,-5,10,45.5,119.5
3264,5228,61,5,5,10,38.5,119.5
3265,2608,72,10,-5,0,42.5,119.5
3266,1106,65,5,10,0,39.5,119.5
3267,5251,65,5,0,10,39.5,119.5
3268,1013,65,0,10,0,44.5,119.5
3269,4566,68,0,0,10,41.5,119.5
3270,4669,65,5,0,0,49.5,119.5
3271,4445,70,20,-10,10,29.5,119.5
3272,3969,67,10,5,0,37.5,119.5
3273,1359,71,10,0,0,38.5,119.5
3274,2077,72,10,-10,0,47.5,119.5
3275,2351,66,10,5,10,28.5,119.5
3276,3002,68,5,-10,10,46.5,119.5
3277,4196,65,5,0,10,39.5,119.5
3278,1599,73,20,0,0,26.5,119.5
3279,6318,66,5,10,10,28.5,119.5
3280,1774,62,5,-5,10,47.5,119.5
3281,2962,68,5,10,10,26.5,119.5
3282,6358,66,0,-5,10,48.5,119.5
3283,2164,65,5,5,0,44.5,119.5
3284,4975,70,5,-5,10,39.5,119.5
3285,4106,69,10,5,10,25.5,119.5
3286,4130,67,10,0,0,42.5,119.5
3287,4667,65,0,5,0,49.5,119.5
3288,2027,67,5,0,10,37.5,119.5
3289,3038,68,5,0,0,46.5,119.5
3290,6290,68,15,-5,10,31.5,119.5
3291,1831,66,0,-5,10,48.5,119.5
3292,4480,68,20,-5,0,36.5,119.5
3293,3051,69,20,-5,10,25.5,119.5
3294,2615,67,10,5,0,37.5,119.5
3295,236,63,5,5,10,36.5,119.5
3296,2601,66,5,5,10,33.5,119.5
3297,3373,66,0,-5,10,48.5,119.5
3298,166,70,15,5,0,29.5,119.5
3299,345,70,10,5,0,34.5,119.5
3300,2208,67,10,5,10,27.5,119.5
3301,4328,68,15,-10,10,36.5,119.5
3302,4783,68,5,5,0,41.5,119.5
3303,1401,74,15,-5,0,35.5,119.5
3304,5509,67,20,-5,10,27.5,119.5
3305,101,65,5,0,10,39.5,119.5
3306,3895,62,5,0,10,42.5,119.5
3307,4337,69,20,-5,0,35.5,119.5
3308,1419,64,10,0,10,35.5,119.5
3309,753,69,15,-5,10,30.5,119.5
3310,35,64,0,0,10,45.5,119.5
3311,4371,69,15,0,10,25.5,119.5
3312,4997,67,10,10,0,32.0,119.0
3313,5587,71,20,-5,0,33.0,119.0
3314,3746,69,5,10,0,35.0,119.0
3315,5786,67,5,-5,10,42.0,119.0
3316,3409,66,0,0,10,43.0,119.0
3317,5602,67,5,0,10,37.0,119.0
3318,3353,66,15,-5,0,43.0,119.0
3319,3647,66,15,5,0,33.0,119.0
3320,3766,66,5,0,10,38.0,119.0
3321,5389,67,10,-5,0,47.0,119.0
3322,5333,66,5,5,10,33.0,119.0
3323,4560,72,10,-5,0,42.0,119.0
3324,6255,65,5,0,10,39.0,119.0
3325,3584,66,10,-5,0,48.0,119.0
3326,3853,67,10,5,0,37.0,119.0
3327,4364,69,5,-5,0,50.0,119.0
3328,3602,72,15,5,0,27.0,119.0
3329,5487,63,0,15,10,31.0,119.0
3330,5399,68,15,0,10,26.0,119.0
3331,5138,65,0,5,0,49.0,119.0
3332,1503,62,5,0,10,42.0,119.0
3333,4440,66,10,-5,0,48.0,119.0
3334,3188,65,10,-10,10,44.0,119.0
3335,5675,66,20,-10,10,33.0,119.0
3336,3272,62,5,5,0,47.0,119.0
3337,3573,71,10,0,0,38.0,119.0
3338,4180,66,10,-5,0,48.0,119.0
3339,5192,64,0,-5,10,50.0,119.0
3340,3191,65,5,-5,10,44.0,119.0
3341,5732,72,20,0,0,27.0,119.0
3342,5249,65,0,5,0,49.0,119.0
3343,4614,67,0,0,10,42.0,119.0
3344,4148,67,15,-5,0,42.0,119.0
3345,3068,66,15,0,10,28.0,119.0
3346,5722,65,15,-5,0,44.0,119.0
3347,4121,67,5,0,10,37.0,119.0
3348,5267,68,10,5,10,26.0,119.0
3349,2270,66,0,5,10,38.0,119.0
3350,145,68,20,-10,10,31.0,119.0
3351,1579,66,10,5,0,38.0,119.0
3352,365,71,10,10,0,28.0,119.0
3353,1519,67,15,10,0,27.0,119.0
3354,1159,68,10,0,10,31.0,119.0
3355,237,67,10,-5,10,37.0,119.0
3356,2895,65,5,5,10,34.0,119.0
3357,116,65,10,5,0,39.0,119.0
3358,1130,67,10,0,10,32.0,119.0
3359,2224,68,0,5,0,46.0,119.0
3360,1386,68,5,0,0,46.0,119.0
3361,2759,67,15,0,10,27.0,119.0
3362,1088,71,10,0,0,38.0,119.0
3363,2785,67,0,5,10,37.0,119.0
3364,1134,67,5,0,10,37.0,119.0
3365,214,68,10,5,10,26.0,119.0
3366,834,65,5,-5,10,44.0,119.0
3367,1129,65,5,10,0,39.0,119.0
3368,527,62,0,10,0,47.0,119.0
3369,1527,67,5,10,10,27.0,119.0
3370,242,67,15,0,10,27.0,119.0
3371,1873,66,10,5,0,38.0,119.0
3372,2975,66,0,5,0,48.0,119.0
3373,1821,65,5,5,10,34.0,119.0
3374,2699,67,20,-5,0,37.0,119.0
3375,797,68,15,-10,0,46.0,119.0
3376,1726,66,5,5,10,33.0,119.0
3377,1759,66,10,-5,0,48.0,119.0
3378,677,67,0,5,10,37.0,119.0
3379,1662,68,10,0,10,31.0,119.0
3380,266,67,20,-10,0,42.0,119.0
3381,612,67,5,0,10,37.0,119.0
3382,2388,64,10,0,0,45.0,119.0
3383,5247,66,10,-5,10,38.0,119.0
3384,47,68,10,-5,10,36.0,119.0
3385,4314,69,0,-5,10,44.5,118.5
3386,3608,69,20,-10,10,29.5,118.5
3387,3849,66,5,5,10,32.5,118.5
3388,3615,66,10,0,0,42.5,118.5
3389,287,65,15,0,10,28.5,118.5
3390,831,70,5,-5,0,48.5,118.5
3391,1224,63,0,0,10,45.5,118.5
3392,5512,69,10,0,0,39.5,118.5
3393,5285,71,10,-10,10,37.5,118.5
3394,3833,64,15,10,0,29.5,118.5
3395,4027,68,10,10,0,30.5,118.5
3396,3862,67,15,0,0,36.5,118.5
3397,4089,68,10,0,0,40.5,118.5
3398,1045,65,0,10,0,43.5,118.5
3399,4139,69,0,10,10,29.5,118.5
3400,4068,66,10,-5,10,37.5,118.5
3401,4064,66,0,-5,10,47.5,118.5
3402,1066,67,10,5,0,36.5,118.5
3403,5206,63,5,10,0,40.5,118.5
3404,5472,67,10,-10,10,41.5,118.5
3405,2486,70,10,-10,0,48.5,118.5
3406,5077,71,10,0,10,27.5,118.5
3407,514,68,5,-10,10,45.5,118.5
3408,488,67,20,-10,0,41.5,118.5
3409,4458,66,5,5,0,42.5,118.5
3410,4717,68,0,0,10,40.5,118.5
3411,4760,69,10,0,0,39.5,118.5
3412,4762,66,0,5,10,37.5,118.5
3413,5806,71,15,-5,0,37.5,118.5
3414,4778,66,10,10,0,32.5,118.5
3415,6102,67,10,5,10,26.5,118.5
3416,6210,66,5,5,10,32.5,118.5
3417,5129,66,15,0,10,27.5,118.5
3418,2971,66,0,0,10,42.5,118.5
3419,5395,60,5,-5,10,48.5,118.5
3420,1530,68,10,10,0,30.5,118.5
3421,2340,68,10,0,10,30.5,118.5
3422,1884,68,10,5,10,25.5,118.5
3423,353,66,0,0,10,42.5,118.5
3424,3753,66,5,5,10,32.5,118.5
3425,3752,68,10,0,10,30.5,118.5
3426,5102,69,10,0,0,39.5,118.5
3427,5097,64,0,5,0,49.5,118.5
3428,4334,69,20,0,0,29.5,118.5
3429,6217,70,10,0,0,38.5,118.5
3430,373,64,0,0,10,44.5,118.5
3431,978,66,0,0,10,42.5,118.5
3432,2754,65,0,0,10,43.5,118.5
3433,1551,64,5,0,10,39.5,118.5
3434,6325,68,5,0,10,35.5,118.5
3435,3335,68,0,5,0,45.5,118.5
3436,4484,65,0,10,0,43.5,118.5
3437,4476,67,10,-5,10,36.5,118.5
3438,3297,69,10,0,10,29.5,118.5
3439,5529,64,5,15,0,34.5,118.5
3440,2571,69,10,-5,0,44.5,118.5
3441,6115,63,0,5,10,40.5,118.5
3442,5577,64,5,-10,10,49.5,118.5
3443,3469,68,5,0,0,45.5,118.5
3444,3527,68,15,-5,10,30.5,118.5
3445,6113,67,5,-5,10,41.5,118.5
3446,4998,65,10,0,10,33.5,118.5
3447,391,70,10,0,0,38.5,118.5
3448,4460,68,20,-10,10,30.5,118.5
3449,2892,66,0,-5,10,47.5,118.5
3450,3971,69,15,5,0,29.5,118.5
3451,1621,68,10,0,10,30.5,118.5
3452,1733,72,10,10,0,26.5,118.5
3453,3494,70,20,0,0,28.5,118.5
3454,1584,65,10,-5,10,38.5,118.5
3455,5476,72,15,-10,10,31.5,118.5
3456,6107,66,10,-5,10,37.5,118.5
3457,3964,62,0,10,10,36.5,118.5
3458,2242,67,5,0,10,36.5,118.5
3459,2243,71,20,0,0,27.5,118.5
3460,2256,68,5,5,10,30.5,118.5
3461,2263,68,15,0,10,25.5,118.5
3462,3878,66,5,5,0,42.5,118.5
3463,6160,68,5,5,10,30.5,118.5
3464,5362,63,5,-5,10,45.5,118.5
3465,907,68,5,-10,10,45.5,118.5
3466,2828,70,10,0,10,28.5,118.5
3467,5618,65,5,0,10,38.5,118.5
3468,5519,68,15,-5,0,40.5,118.5
3469,1671,70,20,0,0,28.5,118.5
3470,3391,64,5,0,0,49.5,118.5
3471,4592,61,0,0,10,47.5,118.5
3472,4568,66,0,5,0,47.5,118.5
3473,3228,66,5,-5,10,42.5,118.5
3474,51,67,10,0,10,31.5,118.5
3475,4283,67,10,0,0,41.0,118.0
3476,1548,67,5,5,0,41.0,118.0
3477,5199,70,5,0,10,33.0,118.0
3478,3979,69,20,0,0,29.0,118.0
3479,3186,71,10,0,0,37.0,118.0
3480,2152,69,5,-5,10,39.0,118.0
3481,3952,65,0,5,10,38.0,118.0
3482,1114,59,0,0,10,49.0,118.0
3483,3047,68,5,10,0,35.0,118.0
3484,2797,66,20,5,0,27.0,118.0
3485,4011,64,0,5,10,39.0,118.0
3486,2416,66,5,0,10,37.0,118.0
3487,5227,67,5,-5,10,41.0,118.0
3488,5016,68,0,5,10,35.0,118.0
3489,3264,67,5,0,10,36.0,118.0
3490,4605,63,5,0,0,50.0,118.0
3491,735,67,10,0,0,41.0,118.0
3492,6145,68,0,15,0,35.0,118.0
3493,998,68,5,0,10,35.0,118.0
3494,5724,67,0,-5,10,46.0,118.0
3495,4104,66,10,-5,10,37.0,118.0
3496,511,63,5,5,0,45.0,118.0
3497,439,68,10,-10,0,50.0,118.0
3498,4264,68,5,0,0,45.0,118.0
3499,3213,67,5,5,10,31.0,118.0
3500,6241,66,0,10,0,42.0,118.0
3501,6045,66,10,5,10,27.0,118.0
3502,4065,64,0,5,10,39.0,118.0
3503,6361,67,0,15,10,26.0,118.0
3504,3453,64,0,10,0,44.0,118.0
3505,4677,64,5,0,0,49.0,118.0
3506,5342,68,10,-5,0,45.0,118.0
3507,900,66,0,5,0,47.0,118.0
3508,5229,65,5,0,0,48.0,118.0
3509,1961,65,5,0,10,38.0,118.0
3510,1033,64,20,-10,10,34.0,118.0
3511,4132,63,10,-10,10,45.0,118.0
3512,2087,67,5,0,10,36.0,118.0
3513,5998,69,20,0,0,29.0,118.0
3514,1065,92,0,0,0,26.0,118.0
3515,4075,68,5,5,0,40.0,118.0
3516,2748,65,0,5,10,38.0,118.0
3517,710,67,5,0,10,36.0,118.0
3518,1693,67,10,-10,10,41.0,118.0
3519,5575,65,0,0,10,43.0,118.0
3520,5433,70,20,0,0,28.0,118.0
3521,3160,69,10,0,0,39.0,118.0
3522,5431,69,5,-5,0,49.0,118.0
3523,2459,64,0,5,10,39.0,118.0
3524,4301,65,5,-10,10,48.0,118.0
3525,4382,67,10,5,10,26.0,118.0
3526,1405,69,10,0,0,39.0,118.0
3527,5486,71,10,-10,0,47.0,118.0
3528,786,70,10,0,0,38.0,118.0
3529,3631,64,0,0,10,44.0,118.0
3530,1355,70,20,-5,0,33.0,118.0
3531,1796,80,5,-5,0,38.0,118.0
3532,3328,63,0,0,10,45.0,118.0
3533,5047,65,15,0,10,28.0,118.0
3534,3443,71,20,0,0,27.0,118.0
3535,4419,69,5,10,0,34.0,118.0
3536,3365,67,5,0,0,46.0,118.0
3537,4611,65,0,5,10,38.0,118.0
3538,1493,62,0,10,10,36.0,118.0
3539,2841,66,10,5,0,37.0,118.0
3540,835,67,5,0,10,36.0,118.0
3541,1479,67,15,0,10,26.0,118.0
3542,5610,72,10,-5,10,31.0,118.0
3543,4941,64,0,-5,10,49.0,118.0
3544,3576,67,5,0,10,36.0,118.0
3545,6331,65,0,0,10,43.0,118.0
3546,4527,65,5,5,10,33.0,118.0
3547,3142,70,10,5,0,33.0,118.0
3548,4535,65,15,5,0,33.0,118.0
3549,2715,66,5,5,0,42.0,118.0
3550,2667,64,0,0,10,44.0,118.0
3551,3305,63,5,5,10,35.0,118.0
3552,4499,69,20,-10,0,39.0,118.0
3553,1657,68,5,0,10,35.0,118.0
3554,1654,66,0,0,10,42.0,118.0
3555,1625,66,0,5,0,47.0,118.0
3556,4770,66,10,0,0,42.0,118.0
3557,5940,65,5,5,0,43.0,118.0
3558,646,70,0,0,0,48.0,118.0
3559,1327,70,0,0,10,38.0,118.0
3560,284,68,10,5,10,25.0,118.0
3561,838,66,5,0,10,37.0,118.0
3562,6146,67,10,10,0,30.5,117.5
3563,254,65,0,10,10,32.5,117.5
3564,462,67,5,10,10,25.5,117.5
3565,3497,66,20,-5,0,36.5,117.5
3566,2614,70,5,5,0,37.5,117.5
3567,2150,67,0,5,10,35.5,117.5
3568,3902,65,5,0,10,37.5,117.5
3569,4934,65,5,0,10,37.5,117.5
3570,3910,68,5,-5,0,49.5,117.5
3571,729,67,5,5,0,40.5,117.5
3572,2957,68,10,5,0,34.5,117.5
3573,4815,68,5,-5,10,39.5,117.5
3574,1977,67,5,5,10,30.5,117.5
3575,4721,72,10,0,0,35.5,117.5
3576,6352,64,5,10,10,28.5,117.5
3577,720,64,5,-5,10,43.5,117.5
3578,3760,70,20,-5,0,32.5,117.5
3579,525,68,20,0,0,29.5,117.5
3580,4690,69,20,-5,0,33.5,117.5
3581,2855,67,0,5,10,35.5,117.5
3582,4913,66,5,5,10,31.5,117.5
3583,6046,65,15,-10,10,37.5,117.5
3584,3318,64,0,5,10,38.5,117.5
3585,2913,63,10,5,10,29.5,117.5
3586,4619,65,0,-5,10,47.5,117.5
3587,5909,67,5,5,0,40.5,117.5
3588,2873,71,5,-5,10,36.5,117.5
3589,6065,66,10,5,10,26.5,117.5
3590,6350,69,15,-10,0,43.5,117.5
3591,4682,64,5,0,10,38.5,117.5
3592,1617,67,10,-5,0,45.5,117.5
3593,3288,67,5,-5,10,40.5,117.5
3594,1267,67,5,0,10,35.5,117.5
3595,263,69,10,-5,10,33.5,117.5
3596,5298,69,20,0,0,28.5,117.5
3597,5935,65,0,0,10,42.5,117.5
3598,5525,69,15,-10,0,43.5,117.5
3599,864,69,5,0,10,33.5,117.5
3600,5817,70,5,10,0,32.5,117.5
3601,678,65,10,15,0,27.5,117.5
3602,666,64,5,5,10,33.5,117.5
3603,886,66,5,-5,10,41.5,117.5
3604,852,69,5,5,10,28.5,117.5
3605,4515,67,15,5,0,30.5,117.5
3606,1684,67,10,-5,0,45.5,117.5
3607,1804,69,10,0,0,38.5,117.5
3608,3411,71,5,0,0,41.5,117.5
3609,669,70,15,0,0,32.5,117.5
3610,6256,65,0,-5,10,47.5,117.5
3611,4274,69,5,5,10,28.5,117.5
3612,5271,68,10,10,0,29.5,117.5
3613,3574,67,10,5,0,35.5,117.5
3614,6225,65,5,5,10,32.5,117.5
3615,1661,67,10,-5,10,35.5,117.5
3616,1059,65,0,5,10,37.5,117.5
3617,464,73,10,-15,10,39.5,117.5
3618,698,70,5,0,0,42.5,117.5
3619,5830,64,0,10,10,33.5,117.5
3620,3816,63,0,-5,10,49.5,117.5
3621,6288,63,0,0,10,44.5,117.5
3622,935,67,15,0,10,25.5,117.5
3623,2241,68,10,5,0,34.5,117.5
3624,930,67,15,0,0,35.5,117.5
3625,1492,63,0,10,0,44.5,117.5
3626,2064,67,20,5,0,25.5,117.5
3627,2057,68,10,-5,0,44.5,117.5
3628,6056,68,20,0,0,29.5,117.5
3629,697,63,10,5,0,39.5,117.5
3630,6260,65,5,5,0,42.5,117.5
3631,5256,66,10,5,10,26.5,117.5
3632,6196,64,0,-5,10,48.5,117.5
3633,5383,66,10,10,0,31.0,117.0
3634,5783,67,15,0,10,25.0,117.0
3635,3599,71,20,0,0,26.0,117.0
3636,5759,69,5,0,0,43.0,117.0
3637,4254,69,5,0,0,43.0,117.0
3638,4649,69,20,0,0,28.0,117.0
3639,572,66,10,-10,10,41.0,117.0
3640,4111,69,15,0,0,33.0,117.0
3641,1249,70,15,-5,0,37.0,117.0
3642,5985,64,15,-5,0,43.0,117.0
3643,2756,63,0,0,10,44.0,117.0
3644,6187,68,10,5,0,34.0,117.0
3645,274,65,5,-5,10,42.0,117.0
3646,331,65,5,-5,10,42.0,117.0
3647,1216,65,10,0,10,32.0,117.0
3648,1780,64,5,10,0,38.0,117.0
3649,1743,67,10,0,0,40.0,117.0
3650,10,68,10,-5,0,44.0,117.0
3651,427,64,5,0,10,38.0,117.0
3652,3363,69,20,0,0,28.0,117.0
3653,57,66,0,10,0,41.0,117.0
3654,3827,66,10,0,10,31.0,117.0
3655,6342,69,15,-5,10,28.0,117.0
3656,5126,65,0,-5,10,47.0,117.0
3657,2997,67,5,0,10,35.0,117.0
3658,3915,71,10,0,10,26.0,117.0
3659,4381,62,0,5,10,40.0,117.0
3660,240,68,5,-5,10,39.0,117.0
3661,177,69,5,5,10,28.0,117.0
3662,3633,68,5,0,10,34.0,117.0
3663,5311,67,5,5,0,40.0,117.0
3664,6244,65,10,0,10,32.0,117.0
3665,2254,69,20,0,0,28.0,117.0
3666,4641,67,20,-10,10,30.0,117.0
3667,6140,71,5,5,0,36.0,117.0
3668,3077,66,5,10,0,36.0,117.0
3669,4736,65,10,0,10,32.0,117.0
3670,4526,68,10,0,10,29.0,117.0
3671,4133,65,5,0,0,47.0,117.0
3672,1390,65,0,5,10,37.0,117.0
3673,2742,67,5,5,10,30.0,117.0
3674,2762,70,5,-10,10,42.0,117.0
3675,305,67,10,-5,10,35.0,117.0
3676,3227,68,5,5,10,29.0,117.0
3677,6039,65,10,10,0,32.0,117.0
3678,1866,70,0,0,10,37.0,117.0
3679,798,65,0,10,10,32.0,117.0
3680,2412,69,15,5,0,28.0,117.0
3681,432,69,10,-5,10,33.0,117.0
3682,2821,68,5,0,10,34.0,117.0
3683,288,63,0,5,0,49.0,117.0
3684,5629,70,10,5,0,32.0,117.0
3685,2100,70,10,-5,0,42.0,117.0
3686,3617,67,0,0,0,50.0,117.0
3687,3203,69,5,0,0,43.0,117.0
3688,4863,69,15,-5,10,28.0,117.0
3689,14,65,5,0,10,37.0,117.0
3690,2602,70,10,-5,0,42.0,117.0
3691,4431,67,10,0,10,30.0,117.0
3692,2670,65,5,0,10,37.0,117.0
3693,736,67,0,-5,10,45.0,117.0
3694,5914,68,20,-10,0,39.0,117.0
3695,369,66,15,-10,10,36.0,117.0
3696,5986,66,5,5,0,41.0,117.0
3697,4846,66,5,5,10,31.0,117.0
3698,1535,66,10,5,10,26.0,117.0
3699,2606,63,10,-5,0,49.0,117.0
3700,5420,67,5,-5,10,40.0,117.0
3701,2953,65,5,-10,10,47.0,117.0
3702,959,70,20,0,0,27.0,117.0
3703,1879,65,5,5,10,32.0,117.0
3704,1070,67,5,0,10,35.0,117.0
3705,3091,67,15,-5,10,30.0,117.0
3706,5329,69,15,-10,10,33.0,117.0
3707,3111,66,0,5,0,46.0,117.0
3708,643,66,10,5,0,36.0,117.0
3709,622,66,15,-10,10,36.0,117.0
3710,1068,68,10,5,0,34.0,117.0
3711,3236,65,5,-5,10,42.0,117.0
3712,316,68,5,5,0,39.0,117.0
3713,1105,63,5,0,0,49.0,117.0
3714,4340,68,10,5,0,34.0,117.0
3715,2619,63,5,10,0,39.0,117.0
3716,815,64,0,5,10,38.0,117.0
3717,4346,65,10,0,10,32.0,117.0
3718,5528,66,10,0,0,41.0,117.0
3719,2432,65,0,5,10,37.0,117.0
3720,1718,64,5,10,10,28.0,117.0
3721,4359,69,10,5,0,33.0,117.0
3722,5992,65,20,-5,10,27.0,117.0
3723,492,66,5,10,10,26.0,117.0
3724,5960,67,10,-5,0,45.0,117.0
3725,1886,70,5,5,10,27.0,117.0
3726,6276,70,10,10,0,27.0,117.0
3727,5178,65,10,0,10,31.5,116.5
3728,536,65,5,5,0,41.5,116.5
3729,200,68,5,5,10,28.5,116.5
3730,6011,69,5,5,10,27.5,116.5
3731,276,68,20,0,0,28.5,116.5
3732,1504,66,5,10,10,25.5,116.5
3733,180,64,5,-5,10,42.5,116.5
3734,704,70,20,-5,0,31.5,116.5
3735,644,70,20,-5,0,31.5,116.5
3736,270,65,10,5,10,26.5,116.5
3737,1638,64,0,0,10,42.5,116.5
3738,3871,65,5,5,10,31.5,116.5
3739,4109,68,5,-5,10,38.5,116.5
3740,346,69,5,0,0,42.5,116.5
3741,2816,67,0,5,0,44.5,116.5
3742,5139,70,15,5,0,26.5,116.5
3743,3944,70,10,10,0,26.5,116.5
3744,6248,65,5,5,10,31.5,116.5
3745,4500,70,15,0,0,31.5,116.5
3746,3730,66,15,5,0,30.5,116.5
3747,1532,67,5,0,10,34.5,116.5
3748,4774,68,5,5,0,38.5,116.5
3749,2233,65,0,0,10,41.5,116.5
3750,606,69,15,0,0,32.5,116.5
3751,5419,68,10,5,0,33.5,116.5
3752,6206,67,5,0,0,44.5,116.5
3753,5598,70,5,5,0,36.5,116.5
3754,3419,65,0,10,10,31.5,116.5
